market_id,question,fraction,ground_truth_yes,entry_price,predicted_yes,pick_confidence,divergence,disposition,velocity,pairs,composite,signal,n_prices,n_trades,profit
1928741,"Will Elon Musk post 90-114 tweets from April 11 to April 13, 2026?",0.75,False,0.095,False,0.565,0.612,0.274,0.502,0.483,0.40962499999999996,ENTER,46,500,0.09499999999999997
1893989,LoL: Team Heretics vs Karmine Corp - Game 1 Winner,0.75,False,0.265,False,0.426,1.0,0.09,0.677,0.279,0.38505000000000006,ENTER,52,500,0.265
1890640,San Francisco Giants vs. Baltimore Orioles,0.75,False,0.495,True,0.768,0.534,0.795,0.677,0.25,0.46980000000000005,STRONG ENTER,69,500,-0.495
1625014,Pumas de la UNAM vs. Mazatlán FC: O/U 3.5,0.75,True,0.53,False,0.447,0.369,0.188,0.585,0.338,0.3154,NEUTRAL,335,500,-0.47
1700812,Valorant: FURIA Esports vs NRG (BO3) - VCT Americas Stage 1 Group Omega,0.75,True,0.315,False,0.41000000000000003,0.057,0.576,0.635,0.367,0.30322499999999997,HOLD,306,500,-0.685
568641,Will Patrick Cantlay win the 2026 Masters tournament?,0.75,False,0.0095,False,0.7595000000000001,0.227,0.03,0.48,0.25,0.181725,NEUTRAL,484,500,0.009499999999999953
1787213,1. FSV Mainz 05 vs. SC Freiburg: O/U 2.5,0.75,False,0.53,False,0.248,0.047,0.531,0.633,0.367,0.29025,NEUTRAL,230,500,0.53
568633,Will Collin Morikawa win the 2026 Masters tournament?,0.75,False,0.022,True,0.29300000000000004,0.527,0.405,0.365,0.367,0.4007,NEUTRAL,543,500,-0.022
1608654,Columbus Crew vs. Orlando City SC: O/U 3.5,0.75,False,0.45,True,0.24249999999999997,0.363,0.756,0.495,0.338,0.44299999999999995,NEUTRAL,361,500,-0.45
1787183,Spread: Manchester City FC (-1.5),0.75,True,0.295,True,0.015,0.278,0.858,0.657,0.279,0.44599999999999995,HOLD,164,500,0.7050000000000001
1706370,"Military action against Iran ends by April 29, 2026?",0.75,True,0.825,True,0.3815,1.0,0.352,0.399,0.454,0.49147499999999994,NEUTRAL,178,387,0.17500000000000004
1786371,Will 1. FSV Mainz 05 vs. SC Freiburg end in a draw?,0.75,False,0.295,True,0.508,1.0,0.986,0.631,0.338,0.618525,STRONG ENTER,172,500,-0.295
1844480,LoL: Oh My God vs LGD Gaming - Game 1 Winner,0.75,True,0.62,True,0.296,1.0,0.55,0.674,0.367,0.563525,HOLD,85,500,0.38
1795087,Will SE Palmeiras win on 2026-04-12?,0.75,False,0.385,False,0.1885,0.053,0.498,0.627,0.367,0.28627499999999995,NEUTRAL,86,500,0.385
1787190,Chelsea FC vs. Manchester City FC: O/U 2.5,0.75,True,0.635,True,0.008000000000000007,0.597,0.8,0.688,0.308,0.5111749999999999,HOLD,231,500,0.365
1607482,Canucks vs. Ducks: O/U 6.5,0.75,True,0.515,False,0.234,1.0,0.213,0.464,0.25,0.401125,NEUTRAL,444,500,-0.485
1786333,Will Crystal Palace FC vs. Newcastle United FC end in a draw?,0.75,False,0.265,True,0.023,0.017,0.309,0.667,0.425,0.25325000000000003,NEUTRAL,76,500,-0.265
1847316,"Will Trump post ""Ballroom"" on Truth Social this week?",0.75,False,0.2,False,0.017000000000000015,0.667,0.395,0.293,0.425,0.3994,NEUTRAL,40,38,0.19999999999999996
1928738,"Will Elon Musk post 65-89 tweets from April 11 to April 13, 2026?",0.75,False,0.565,True,0.8049999999999999,1.0,0.383,0.582,0.279,0.47639999999999993,ENTER,34,500,-0.565
1902343,LoL: Sentinels vs Cloud9 - Game 2 Winner,0.75,True,0.275,False,0.2345,1.0,0.715,0.619,0.454,0.6240999999999999,HOLD,71,500,-0.725
1879414,"Will the price of Bitcoin be above $68,000 on April 12?",0.75,True,0.9815,False,0.3,1.0,0.251,0.528,0.338,0.445775,HOLD,88,500,-0.01849999999999996
1718663,"Military action against Iran ends by April 15, 2026?",0.75,True,0.93,False,0.246,1.0,0.362,0.385,0.396,0.48362499999999997,NEUTRAL,317,500,-0.06999999999999995
1902315,LoL: Disguised vs FlyQuest - Game 2 Winner,0.75,False,0.39,False,0.251,1.0,0.181,0.639,0.483,0.457325,HOLD,32,500,0.39
1762727,Will Galatasaray SK win on 2026-04-12?,0.75,False,0.705,True,0.056999999999999995,0.271,0.855,0.662,0.308,0.4480999999999999,HOLD,137,500,-0.705
1890661,Boston Red Sox vs. St. Louis Cardinals,0.75,True,0.525,True,0.2015,0.285,0.587,0.631,0.308,0.4024249999999999,HOLD,81,500,0.475
1854202,"Will Elon Musk post 200-219 tweets from April 7 to April 14, 2026?",0.75,False,0.08,False,0.4105,0.587,0.333,0.481,0.308,0.39147499999999996,ENTER,37,500,0.07999999999999996
1890667,Colorado Rockies vs. San Diego Padres,0.75,False,0.37,False,0.04350000000000001,0.222,0.737,0.682,0.308,0.407675,HOLD,33,500,0.37
1787760,Will Athletic Club win on 2026-04-12?,0.75,False,0.425,False,0.3055,1.0,0.595,0.679,0.338,0.5585,HOLD,71,500,0.42500000000000004
1885995,"Will Bitcoin reach $76,000 April 6-12?",0.75,False,0.075,False,0.527,0.27,0.152,0.473,0.279,0.25104999999999994,NEUTRAL,91,500,0.07499999999999996
1890652,Athletics vs. New York Mets,0.75,True,0.405,False,0.346,0.256,0.354,0.661,0.425,0.37359999999999993,NEUTRAL,103,500,-0.595
1795093,Will Cruzeiro EC win on 2026-04-12?,0.75,True,0.525,True,0.2145,0.049,0.789,0.655,0.396,0.345275,HOLD,221,500,0.475
1892906,LoL: LOS vs LOUD - Game 2 Winner,0.75,False,0.425,False,0.0010000000000000009,0.485,0.365,0.658,0.367,0.437625,NEUTRAL,51,500,0.42500000000000004
1786374,Will SC Freiburg win on 2026-04-12?,0.75,True,0.275,True,0.003999999999999997,1.0,0.843,0.666,0.367,0.6134,HOLD,74,500,0.725
1706420,"Military action against Iran ends on April 30, 2026?",0.75,False,0.0035,False,0.132,0.003,0.282,0.329,0.367,0.172575,NEUTRAL,265,500,0.0034999999999999476
1902342,LoL: Sentinels vs Cloud9 - Game 1 Winner,0.75,False,0.275,True,0.341,1.0,0.761,0.639,0.396,0.6081,HOLD,33,500,-0.275
1706418,"Military action against Iran ends on April 28, 2026?",0.75,False,0.0045,False,0.565,0.004,0.13,0.294,0.483,0.160625,EXIT,155,500,0.0044999999999999485
1795077,Will Botafogo FR win on 2026-04-12?,0.75,False,0.565,True,0.0215,0.052,0.827,0.621,0.338,0.33725,HOLD,138,500,-0.565
1718699,"Military action against Iran ends by June 30, 2026?",0.75,True,0.73,True,0.2505,1.0,0.269,0.349,0.25,0.40190000000000003,NEUTRAL,218,500,0.27
